setup_id,weights,n_logs,mean_accuracy_full,mean_accuracy_action,mean_regret_full,mean_regret_action,median_rank_full,median_rank_action,mean_train_instances,description,model_kind,feature_set,data_regime,action_space,n_estimators,random_state,notes
B0_apdtm_cls_apdtm_features_original,equal,16,0.5434704980473898,0.3661322713906253,0.36142326459167873,0.2222448796734337,146.0,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,fit+gen,16,0.6080296349440278,0.4758944016200878,0.3503172515456138,0.3282401070860697,87.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,fit+pre,16,0.44823402611345553,0.3036332824834269,0.4987472703778403,0.3446061092400935,151.0,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,fit+sim,16,0.5782800750460422,0.46276083936057827,0.3621763588136776,0.2781878457469941,101.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,fitn,16,0.5599083861967152,0.49599464527411175,0.4400916138032848,0.4400916138032848,77.0,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,gen+sim,16,0.595986291260028,0.49476126731810016,0.36457555734487573,0.19250702896569977,91.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,gene,16,0.6520507202672335,0.5663433303066511,0.2877438123777942,0.21702952838185086,59.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,mix-fit,16,0.5152676168456295,0.35343355443654306,0.3972222053909185,0.2697936051813486,146.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,mix-gen,16,0.5658006806647228,0.3837130891158439,0.33372209696317545,0.1813280094681056,146.0,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,mix-prec,16,0.5035203889693389,0.25809072230952945,0.41936412446242766,0.24402914676712176,150.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,mix-simp,16,0.5804751992173728,0.4356760433931042,0.33177488601475225,0.22446960012560133,145.0,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,pre+gen,16,0.48512182413115323,0.2153952991480768,0.4507591810457831,0.22033476794010792,152.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,pre+sim,16,0.4116195936703012,0.2871857848717239,0.4913059122128711,0.19545684256253482,154.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,prec,16,0.3122265794274465,0.12203467718285377,0.6824644999893743,0.3082227193828525,160.0,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B0_apdtm_cls_apdtm_features_original,simp,16,0.5003159451005817,0.4371731770675733,0.4733764331030724,0.18032818014829688,131.5,2.0,800.8125,APDTM faithful baseline: original APDTM meta-database only.,classifier,apdtm,apdtm_original,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,equal,16,0.7670366990618415,0.7689574904187264,0.19113461346929114,0.051956228551046146,134.5,2.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,fit+gen,16,0.9516592810599225,0.9064910871828353,0.04579772742691681,0.023720582967372755,8.5,1.5,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,fit+pre,16,0.6738473201291012,0.7009494777339366,0.3003641866686501,0.14622302553090333,117.5,2.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,fit+sim,16,0.862711719295037,0.8892582178814779,0.11775206301591272,0.03376354994922923,58.0,1.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,fitn,16,0.9666579875775921,0.9334946452741117,0.03334201242240786,0.03334201242240786,1.0,1.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,gen+sim,16,0.7541297028335328,0.771255776801035,0.22238133880929084,0.050312810430114874,125.0,1.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,gene,16,0.9017796746254736,0.8604851939742109,0.08545436552127722,0.014740081525333897,59.5,1.5,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,mix-fit,16,0.7621409585924074,0.7632025499376095,0.20086865229873446,0.07344005208916454,115.5,2.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,mix-gen,16,0.7639381803522372,0.7246418140672042,0.18949834781058444,0.03710426031551458,136.0,2.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,mix-prec,16,0.683917254630286,0.6274809828292272,0.2731108446928306,0.0977758669975247,139.0,2.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,mix-simp,16,0.8308394751262898,0.8547614263871717,0.13745086353957428,0.030145577650423368,119.5,1.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,pre+gen,16,0.6026564663406141,0.5019271339571554,0.35460617459877297,0.12418176149309776,155.0,2.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,pre+sim,16,0.45941710993026785,0.5201041028961001,0.455248134086793,0.15939906443645668,161.0,2.5,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,prec,16,0.30225226421500145,0.41598743651429865,0.692447933951871,0.31820615334534913,165.0,2.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B1_apdtm_cls_apdtm_features_original_plus_cash_real,simp,16,0.5798187682282304,0.7191397789682565,0.3912774428884196,0.09822918993364403,129.0,1.0,815.8125,APDTM classifier with original APDTM plus CASH real APDTM-feature rows.,classifier,apdtm,apdtm_original_plus_cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,equal,18,0.8207191679259732,0.8869270690266213,0.14535611105005952,0.01286792632377223,112.0,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,fit+gen,18,0.8991382112388694,0.678953368251009,0.09629539631021854,0.07642722471430513,59.5,4.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,fit+pre,18,0.8281320827395328,0.9728728543284425,0.15346726176101946,0.011910431860091601,55.5,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,fit+sim,18,0.8406777731400857,0.7045599434794587,0.13620459392167367,0.05721016096084724,96.5,3.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,fitn,18,0.951230635320695,0.8849064576852584,0.04876936467930512,0.04876936467930512,35.0,4.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,gen+sim,18,0.6945183728630052,0.41531553568345086,0.27288627430070617,0.11565032268715386,143.0,4.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,gene,18,0.8139332091482037,0.3982545049437412,0.16867113170395862,0.10465479853863516,118.0,5.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,mix-fit,18,0.8452489744373141,0.9336958017967874,0.12826285126012907,0.008513883061690146,89.0,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,mix-gen,18,0.7866169519711227,0.7965501754645095,0.17103831130618585,0.023116952077042625,134.5,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,mix-prec,18,0.7864423620585883,0.8718898739374061,0.18091644595114217,0.015747841533463036,105.0,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,mix-simp,18,0.8313045688304914,0.7954750936574944,0.13725853709188882,0.03334436635302864,122.5,3.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,pre+gen,18,0.7226892878889408,0.8333333333333334,0.24243993367996974,0.024821870749425188,125.0,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,pre+sim,18,0.6303309840174213,0.8197610968108207,0.30880096605539187,0.034366767558442486,133.0,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B2_apdtm_cls_cash_features_cash_real_default,prec,18,0.614026427978453,0.8866776961291761,0.3820917105260058,0.03853189217551137,114.5,1.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
